drug_key	atc	numerator_value	numerator_unit	denominator_value	denominator_unit	actual_unit	route	route_long	hospital_name	n	drug_names
N05CC01_GA_250.0_mg_mg	N05CC01	250	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	5	Chloralhydrat, Kloral Skanderborg
N05CD02_GA_12.5_mg_mg	N05CD02	12.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract	5	Nitrazepam """"DAK""""
N05CD02_GA_3.75_mg_mg	N05CD02	3.75	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract	5	Nitrazepam DAK, Pacisyn
N05CD02_GA_10.0_mg_mg	N05CD02	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	8	Nitrazepam """"DAK"""", Nitrazepam SAD
N05CD02_GA_7.5_mg_mg	N05CD02	7.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract	11	Nitrazepam """"DAK"""", Nitrazepam DAK, Nitrazepam SAD, Pacisyn
N05CD02_GA_5.0_mg_mg	N05CD02	5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Odense_extract, Rigshospital_almen	40	Nitrazepam """"DAK"""", Nitrazepam SAD, Pacisyn
N05CD08_IV_0.5_mg_mg	N05CD08	0.5	mg	NA	NA	mg	IV	intravenous	herlev	5	Midazolam """"Hameln""""
N05CD08_IV_2.5_mg_mg	N05CD08	2.5	mg	NA	NA	mg	IV	intravenous	herlev	5	Midazolam """"Hameln""""
N05CD08_IV_5.0_mg_mg	N05CD08	5	mg	NA	NA	mg	IV	intravenous	herlev	5	Midazolam """"Hameln""""
N05CD08_IV_5.0_ml_ml/hour	N05CD08	5	ml	1	ml	ml/hour	IV	intravenous	Svendborg_extract	7	Dormicum, Midazolam """"Hameln""""
N05CD08_IV_1.0_ml_ml/hour	N05CD08	1	ml	1	ml	ml/hour	IV	intravenous	Esbjerg	10	Dormicum, Midazolam """"Hameln""""
N05CD08_IV_2.0_mg_mg	N05CD08	2	mg	NA	NA	mg	IV	intravenous	Esbjerg, herlev	12	Dormicum, Midazolam """"Hameln""""
N05CD08_IV_1.0_mg_mg	N05CD08	1	mg	NA	NA	mg	IV	intravenous	Esbjerg, herlev	16	Dormicum, Midazolam """"Hameln""""
N05CD08_IV_1.0_mg_mg	N05CD08	1	mg	1	ml	mg	IV	intravenous	hvidovre, Kolding_extract, Svendborg_extract	35	Dormicum, Midazolam """"Hameln""""
N05CD08_IV_5.0_mg_mg	N05CD08	5	mg	1	ml	mg	IV	intravenous	hvidovre, Kolding_extract, Svendborg_extract	44	Dormicum
N05CD08_IV_1.0_mg_mg/kg/hour	N05CD08	1	mg	1	ml	mg/kg/hour	IV	intravenous	Odense_extract, Rigshospital_almen	151	Dormicum, Midazolam """"Hameln"""", Midazolam Dumex-Alpharma
N05CD08_IV_5.0_mg_mg/kg/hour	N05CD08	5	mg	1	ml	mg/kg/hour	IV	intravenous	Odense_extract, Rigshospital_almen	169	Dormicum, Midazolam """"B. Braun"""", Midazolam """"Hameln""""
N05CD08_IV_5.0_mg_mg/hour	N05CD08	5	mg	1	ml	mg/hour	IV	intravenous	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Vejle_extract	973	Dormicum, Midazolam """"Accord"""", Midazolam """"B. Braun"""", Midazolam """"Hameln"""", Midazolam Accord, Midazolam B. Braun
N05CD08_IV_1.0_mg_mg/hour	N05CD08	1	mg	1	ml	mg/hour	IV	intravenous	bispebjerg, Esbjerg, herlev, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract, Vejle_extract	1700	Dormicum, Midazolam """"Accord"""", Midazolam """"B. Braun"""", Midazolam """"Hameln"""", Midazolam Accord, Midazolam B. Braun
N05CF01_GA_11.25_mg_mg	N05CF01	11.25	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg	6	Imozop
N05CF01_GA_7.0_mg_mg	N05CF01	7	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	10	Imoclone
N05CF01_GA_15.0_mg_mg	N05CF01	15	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Rigshospital_almen	29	Imoclone, Imovane Orifarm
N05CF01_GA_3.25_mg_mg	N05CF01	3.25	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, hvidovre, Kolding_extract, Rigshospital_almen, Vejle_extract	54	Imoclone, Imozop
N05CF01_GA_3.5_mg_mg	N05CF01	3.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Rigshospital_almen, Vejle_extract	76	Imoclone, Imozop
N05CF01_GA_3.75_mg_mg	N05CF01	3.75	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract, Vejle_extract	1761	Imoclone, Imovane, Imovane Orifarm, Imovane Paranova Danmark, Imozop, Zopiclon Orifarm, Zopiclon Stada, Zopiclone """"Actavis"""", Zopiclone 2care4
N05CF01_GA_7.5_mg_mg	N05CF01	7.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Svendborg_extract, Vejle_extract	2447	Imoclone, Imovane, Imovane Orifarm, Imovane Paranova Danmark, Imozop, Zopiclon Stada, Zopiclone """"Actavis"""", Zopiclone Fisons
N05CF02_OR_10_mg_mg	N05CF02	10	mg	NA	NA	mg	OR	oral	Soenderborg_extract	5	Zolpidem """"Actavis"""", Zonoct
N05CF02_GA_5_mg_mg	N05CF02	5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	45	Stilnoct, Zolpidem """"Actavis"""", Zolpidem """"Hexal"""", Zonoct
N05CF02_GA_10_mg_mg	N05CF02	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract, Soenderborg_extract, Svendborg_extract	67	Stilnoct, Zolpidem """"Actavis"""", Zolpidem """"Hexal"""", Zonoct
N05CF02_GA_5.0_mg_mg	N05CF02	5	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract, Soenderborg_extract, Svendborg_extract	75	Stilnoct, Zolpidem """"Actavis"""", Zolpidem Actavis, Zonoct
N05CF02_GA_10.0_mg_mg	N05CF02	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Soenderborg_extract, Svendborg_extract	119	Stilnoct, Zolpidem """"Actavis"""", Zonoct
N05CH01_GA_1.5_mg_mg	N05CH01	1.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	5	Melatonin, Melatonin """"Glostrup"""", Melatonin """"Glostrup"""" med solbærsmag
N05CH01_GA_2.0_mg_mg	N05CH01	2	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	23	Circadin, Melatonin """"Glostrup"""" med solbærsmag
N05CH01_GA_6_mg_mg	N05CH01	6	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract, Vejle_extract	38	Circadin, Melatonin GA
N05CH01_GA_6.0_mg_mg	N05CH01	6	mg	NA	NA	mg	GA	gastrointestinal = peroral	hvidovre, Rigshospital_almen	53	Circadin, Melatonin """"Glostrup""""
N05CH01_GA_4_mg_mg	N05CH01	4	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract, Vejle_extract	81	Circadin
N05CH01_GA_3_mg_mg	N05CH01	3	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract	275	Circadin, Melatonin, Melatonin """"Glostrup"""", Melatonin GA
N05CH01_GA_3.0_mg_mg	N05CH01	3	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	543	Circadin, Melatonin, Melatonin """"Glostrup"""", Melatonin """"Glostrup"""" med solbærsmag
N05CH01_GA_2_mg_mg	N05CH01	2	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	672	Circadin, Melatonin GA
N05CM17_GA_3_mg_mg	N05CM17	3	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg	17	Melatonin
N05CM18_IV_4.0_ml_ml/hour	N05CM18	4	ml	1	ml	ml/hour	IV	intravenous	Rigshospital_almen	6	Dexdor
N05CM18_IV_8.0_ug_ug/hour	N05CM18	8	ug	1	ml	ug/hour	IV	intravenous	Esbjerg	8	Dexdor
N05CM18_IV_1.0_ml_ml/hour	N05CM18	1	ml	1	ml	ml/hour	IV	intravenous	bispebjerg, Svendborg_extract	17	Dexdor
N05CM18_IV_100.0_ug_ug/hour	N05CM18	100	ug	1	ml	ug/hour	IV	intravenous	bispebjerg, Esbjerg, Rigshospital_almen	39	Dexdor
N05CM18_IV_0.1_ml_ml/hour	N05CM18	0.1	ml	1	ml	ml/hour	IV	intravenous	bispebjerg, herlev, Rigshospital_almen	51	Dexdor
N05CM18_IV_8.0_ug_ug/kg/hour	N05CM18	8	ug	1	ml	ug/kg/hour	IV	intravenous	Esbjerg, Kolding_extract	97	Dexdor
N05CM18_IV_4.0_ug_ug/hour	N05CM18	4	ug	1	ml	ug/hour	IV	intravenous	bispebjerg, herlev, Odense_extract, Rigshospital_almen, Svendborg_extract	108	Dexdor
N05CM18_IV_100.0_ug_ug/kg/hour	N05CM18	100	ug	1	ml	ug/kg/hour	IV	intravenous	bispebjerg, Esbjerg, herlev, Rigshospital_almen	112	Dexdor
N05CM18_IV_4.0_ug_ug/kg/hour	N05CM18	4	ug	1	ml	ug/kg/hour	IV	intravenous	bispebjerg, Esbjerg, herlev, Kolding_extract, Odense_extract, Rigshospital_almen, Svendborg_extract	516	Dexdor
N06AA02_GA_10_mg_mg	N06AA02	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract, Vejle_extract	10	Imipramin """"DAK""""
N06AA02_GA_50_mg_mg	N06AA02	50	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	10	Imipramin """"DAK""""
N06AA02_GA_25_mg_mg	N06AA02	25	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract	16	Imipramin """"DAK""""
N06AA09_GA_100_mg_mg	N06AA09	100	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	5	Amitriptylin """"DAK""""
N06AA09_GA_50.0_mg_mg	N06AA09	50	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	5	Amitriptylin """"DAK""""
N06AA09_GA_75_mg_mg	N06AA09	75	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	5	Amitriptylin """"DAK""""
N06AA09_GA_20_mg_mg	N06AA09	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract, Vejle_extract	14	Amitriptylin """"DAK"""", Saroten
N06AA09_GA_10.0_mg_mg	N06AA09	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	18	Amitriptylin """"DAK"""", Amitriptylin SAD, Saroten
N06AA09_GA_50_mg_mg	N06AA09	50	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Kolding_extract, Odense_extract	30	Amitriptylin """"DAK"""", Saroten, Saroten Retard
N06AA09_GA_25.0_mg_mg	N06AA09	25	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	47	Amitriptylin """"DAK"""", Amitriptylin SAD, Saroten, Saroten Retard
N06AA09_GA_10_mg_mg	N06AA09	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract, Vejle_extract	84	Amitriptylin """"DAK"""", Amitriptylin DAK, Saroten
N06AA09_GA_25_mg_mg	N06AA09	25	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Vejle_extract	88	Amitriptylin """"DAK"""", Amitriptylin DAK, Saroten, Saroten Retard
N06AA10_GA_100_mg_mg	N06AA10	100	mg	NA	NA	mg	GA	gastrointestinal = peroral	Vejle_extract	5	Noritren, Noritren Orifarm
N06AA10_GA_12.5_mg_mg	N06AA10	12.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	5	Noritren
N06AA10_GA_20.0_mg_mg	N06AA10	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	8	Noritren
N06AA10_GA_25.0_mg_mg	N06AA10	25	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	11	Noritren
N06AA10_GA_20_mg_mg	N06AA10	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Odense_extract	13	Noritren
N06AA10_GA_50_mg_mg	N06AA10	50	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Odense_extract, Vejle_extract	20	Noritren, Noritren Orifarm
N06AA10_GA_25_mg_mg	N06AA10	25	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract	26	Noritren
N06AA10_GA_10_mg_mg	N06AA10	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract	59	Noritren
N06AA10_GA_10.0_mg_mg	N06AA10	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, Rigshospital_almen	68	Noritren
N06AB03_GA_20_mg_mg	N06AB03	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg	6	Fluoxetin """"Actavis"""", Fluoxetin """"Alternova"""", Fluoxetin 1A Farma, Fluoxetin 2care4
N06AB04_GA_60_mg_mg	N06AB04	60	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Vejle_extract	11	Citalopram """"Arrow""""
N06AB04_GA_30.0_mg_mg	N06AB04	30	mg	NA	NA	mg	GA	gastrointestinal = peroral	hvidovre, Rigshospital_almen	29	Cipramil, Citalopram """"Alternova"""", Citalopram """"Arrow"""", Citalopram """"PCD"""", Citalopram """"Sandoz""""
N06AB04_GA_30_mg_mg	N06AB04	30	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Vejle_extract	54	Cipramil, Citalopram """"Alternova"""", Citalopram """"Arrow"""", Citalopram """"Orifarm"""", Citalopram """"Sandoz""""
N06AB04_GA_10.0_mg_mg	N06AB04	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	75	Cipramil, Citalopram """"Alternova"""", Citalopram """"Arrow"""", Citalopram """"PCD"""", Citalopram """"Sandoz""""
N06AB04_GA_40.0_mg_mg	N06AB04	40	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	81	Cipramil, Citalopram """"Alternova"""", Citalopram """"Arrow"""", Citalopram """"Orion"""", Citalopram """"PCD""""
N06AB04_GA_40_mg_mg	N06AB04	40	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Svendborg_extract, Vejle_extract	122	Cipramil, Citalopram """"Alternova"""", Citalopram """"Arrow"""", Citalopram """"BMM Pharma"""", Citalopram """"PCD"""", Citalopram """"Sandoz"""", Citalopram """"Teva"""", Citalopram Orifarm
N06AB04_GA_10_mg_mg	N06AB04	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	199	Cipramil, Citalopram """"Alternova"""", Citalopram """"Arrow"""", Citalopram """"BMM Pharma"""", Citalopram """"Orifarm"""", Citalopram """"Sandoz""""
N06AB04_GA_20.0_mg_mg	N06AB04	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, hvidovre, Rigshospital_almen	215	Cipramil, Cipramil Orifarm, Citalopram """"Alternova"""", Citalopram """"Arrow"""", Citalopram """"BMM Pharma"""", Citalopram """"Orion"""", Citalopram """"PCD"""", Citalopram """"Sandoz"""", Citalopram """"Teva""""
N06AB04_GA_20_mg_mg	N06AB04	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	416	Cipramil, Cipramil Orifarm, Citalopram """"Alternova"""", Citalopram """"Arrow"""", Citalopram """"BMM Pharma"""", Citalopram """"Orifarm"""", Citalopram """"Orion"""", Citalopram """"PCD"""", Citalopram """"Sandoz"""", Citalopram """"Teva""""
N06AB05_GA_20_mg_mg	N06AB05	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract, Soenderborg_extract	28	Paroxetin """"1A Farma"""", Paroxetin """"Actavis"""", Paroxetin """"HEXAL"""", Paroxetin """"PCD"""", Paroxetin Actavis, Seroxat
N06AB06_GA_75_mg_mg	N06AB06	75	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	7	Sertralin """"Actavis"""", Sertralin """"Hexal"""", Sertralin """"KRKA""""
N06AB06_GA_200_mg_mg	N06AB06	200	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract, Soenderborg_extract	14	Sertralin """"Hexal"""", Sertralin """"Orion"""", Zoloft
N06AB06_GA_100.0_mg_mg	N06AB06	100	mg	NA	NA	mg	GA	gastrointestinal = peroral	hvidovre, Rigshospital_almen	17	Sertralin """"Actavis"""", Sertralin """"Bluefish"""", Sertralin """"Hexal"""", Sertralin """"Orion""""
N06AB06_GA_25_mg_mg	N06AB06	25	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Odense_extract	20	Sertralin """"Actavis"""", Sertralin """"Hexal"""", Sertralin A-Pharma, Sertralin Orion, Sertrone
N06AB06_GA_150_mg_mg	N06AB06	150	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Kolding_extract, Odense_extract, Vejle_extract	28	Sertralin """"Actavis"""", Sertralin """"Hexal"""", Sertralin """"KRKA"""", Sertralin """"Orion"""", Sertralin Orion
N06AB06_GA_50.0_mg_mg	N06AB06	50	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, Rigshospital_almen	41	Sertralin """"Actavis"""", Sertralin """"Hexal"""", Sertralin """"KRKA"""", Sertralin """"Orion"""", Zoloft
N06AB06_GA_100_mg_mg	N06AB06	100	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	113	Sertralin """"A-Pharma"""", Sertralin """"Actavis"""", Sertralin """"Bluefish"""", Sertralin """"Hexal"""", Sertralin """"KRKA"""", Sertralin """"Orion"""", Sertralin """"Ranbaxy"""", Sertralin Bluefish, Sertralin KRKA, Sertralin Orion, Zoloft
N06AB06_GA_50_mg_mg	N06AB06	50	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	189	Sertralin """"A-Pharma"""", Sertralin """"Actavis"""", Sertralin """"Bluefish"""", Sertralin """"Hexal"""", Sertralin """"KRKA"""", Sertralin """"Orion"""", Sertralin A-Pharma, Sertralin Actavis, Sertralin Orion, Sertralin Teva, Zoloft
N06AB10_GA_20.0_mg_mg	N06AB10	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	5	Cipralex
N06AB10_GA_5.0_mg_mg	N06AB10	5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract	5	Cipralex
N06AB10_GA_5_mg_mg	N06AB10	5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg	9	Cipralex, Escitalopram """"ratiopharm""""
N06AB10_GA_10.0_mg_mg	N06AB10	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract, Rigshospital_almen	15	Cipralex
N06AB10_GA_20_mg_mg	N06AB10	20	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract	25	Cipralex, Cipralex 2care4, Cipralex Paranova Danmark, Escitalopram """"Abacus Medicine"""", Escitalopram """"ratiopharm"""", Seroplex
N06AB10_GA_10_mg_mg	N06AB10	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Kolding_extract, Odense_extract	42	Cipralex, Cipralex 2care4, Escitalopram """"Accord"""", Escitalopram """"ratiopharm"""", Escitalopram Accord, Seroplex
N06AX03_GA_90_mg_mg	N06AX03	90	mg	NA	NA	mg	GA	gastrointestinal = peroral	Soenderborg_extract	5	Mianserin """"Mylan""""
N06AX03_GA_60_mg_mg	N06AX03	60	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract	6	Mianserin """"Mylan"""", Tolmin
N06AX03_GA_30.0_mg_mg	N06AX03	30	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	11	Mianserin """"Copyfarm""""
N06AX03_GA_30_mg_mg	N06AX03	30	mg	NA	NA	mg	GA	gastrointestinal = peroral	Kolding_extract, Odense_extract	12	Mianserin """"Copyfarm"""", Mianserin """"Mylan"""", Tolmin
N06AX03_GA_10_mg_mg	N06AX03	10	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Vejle_extract	39	Mianserin """"Copyfarm"""", Mianserin """"Mylan"""", Mianserin Mylan, Tolmin
N06AX11_OR_15_mg_mg	N06AX11	15	mg	NA	NA	mg	OR	oral	Esbjerg	5	Mirtazapin """"Actavis"""", Mirtazapin Bluefish, Mirtazapin Orion, Remeron Smelt
N06AX11_GA_7.5_mg_mg	N06AX11	7.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg, Kolding_extract, Odense_extract	20	Combar, Mirtazapin """"Actavis"""", Mirtazapin """"Arrow"""", Mirtazapin """"Bluefish"""", Mirtazapin """"HEXAL"""", Mirtazapin """"KRKA"""", Mirtazapin Actavis
N06AX11_GA_45.0_mg_mg	N06AX11	45	mg	NA	NA	mg	GA	gastrointestinal = peroral	hvidovre, Odense_extract, Rigshospital_almen	25	Combar, Mirtazapin """"Actavis"""", Mirtazapin """"Arrow"""", Mirtazapin """"Aurobindo"""", Mirtazapin """"Bluefish"""", Mirtazapin """"HEXAL"""", Mirtazapin """"KRKA""""
N06AX11_GA_45_mg_mg	N06AX11	45	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Vejle_extract	32	Mirtazapin """"Actavis"""", Mirtazapin """"Arrow"""", Mirtazapin """"HEXAL"""", Mirtazapin 2care4, Mirtazapin Bluefish, Mirtazapin HEXAL
N06AX11_GA_15_mg_mg	N06AX11	15	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Soenderborg_extract, Svendborg_extract, Vejle_extract	52	Combar, Mirtazapin """"Actavis"""", Mirtazapin """"Arrow"""", Mirtazapin """"Bluefish"""", Mirtazapin """"HEXAL"""", Mirtazapin """"KRKA"""", Mirtazapin """"Orion"""", Mirtazapin Aurobindo, Mirtazapin HEXAL, Mirtin
N06AX11_GA_30_mg_mg	N06AX11	30	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Soenderborg_extract, Svendborg_extract, Vejle_extract	66	Combar, Mirtazapin """"Actavis"""", Mirtazapin """"Arrow"""", Mirtazapin """"Bluefish"""", Mirtazapin """"HEXAL"""", Mirtazapin """"KRKA"""", Mirtazapin """"Orion"""", Mirtazapin Aurobindo, Mirtazapin HEXAL, Mirtazapin KRKA
N06AX11_GA_30.0_mg_mg	N06AX11	30	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, hvidovre, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Vejle_extract	186	Combar, Mirtazapin """"Actavis"""", Mirtazapin """"Arrow"""", Mirtazapin """"Aurobindo"""", Mirtazapin """"Bluefish"""", Mirtazapin """"HEXAL"""", Mirtazapin """"KRKA"""", Mirtazapin """"Orion"""", Mirtazapin Actavis, Mirtazapin Arrow
N06AX11_GA_15.0_mg_mg	N06AX11	15	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, herlev, Kolding_extract, Odense_extract, Rigshospital_almen, Soenderborg_extract, Vejle_extract	271	Combar, Mirtazapin """"Actavis"""", Mirtazapin """"Arrow"""", Mirtazapin """"Bluefish"""", Mirtazapin """"HEXAL"""", Mirtazapin """"KRKA"""", Mirtazapin Actavis
N06AX16_GA_300_mg_mg	N06AX16	300	mg	NA	NA	mg	GA	gastrointestinal = peroral	Odense_extract	5	Venlafaxin """"Bluefish"""", Venlafaxin """"Krka""""
N06AX16_GA_37.5_mg_mg	N06AX16	37.5	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	5	Venlafaxin """"Actavis"""", Venlafaxin """"Bluefish"""", Venlafaxin """"Krka""""
N06AX16_GA_225.0_mg_mg	N06AX16	225	mg	NA	NA	mg	GA	gastrointestinal = peroral	Soenderborg_extract	6	Venlafaxin """"Krka""""
N06AX16_GA_225_mg_mg	N06AX16	225	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg	6	Efexor Depot, Venlafaxin """"Actavis""""
N06AX16_GA_75.0_mg_mg	N06AX16	75	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, Kolding_extract, Rigshospital_almen, Vejle_extract	45	Efexor Depot, Venlafaxin """"2care4"""", Venlafaxin """"Actavis"""", Venlafaxin """"Bluefish"""", Venlafaxin """"Krka"""", Venlafaxin AGP, Venlafaxin Bluefish
N06AX16_GA_150.0_mg_mg	N06AX16	150	mg	NA	NA	mg	GA	gastrointestinal = peroral	herlev, Kolding_extract, Rigshospital_almen, Soenderborg_extract, Vejle_extract	53	Efexor Depot, Venlafaxin """"2care4"""", Venlafaxin """"Actavis"""", Venlafaxin """"Bluefish"""", Venlafaxin """"Hexal"""", Venlafaxin """"Krka"""", Venlafaxin AGP
N06AX16_GA_75_mg_mg	N06AX16	75	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Soenderborg_extract, Vejle_extract	68	Efexor Depot, Efexor Depot Orifarm, Venlafaxin """"2care4"""", Venlafaxin """"Actavis"""", Venlafaxin """"Bluefish"""", Venlafaxin """"Krka"""", Venlafaxin """"Orifarm"""", Venlafaxin """"Stada"""", Venlafaxin Hexal
N06AX16_GA_150_mg_mg	N06AX16	150	mg	NA	NA	mg	GA	gastrointestinal = peroral	bispebjerg, Esbjerg, Kolding_extract, Odense_extract, Vejle_extract	73	Efexor Depot, Efexor Depot EuroPharmaDK, Venlafaxin """"Actavis"""", Venlafaxin """"Bluefish"""", Venlafaxin """"Krka"""", Venlafaxin """"Orifarm"""", Venlafaxin """"Stada"""", Venlafaxin Actavis, Venlafaxin Hexal
N06AX21_GA_120_mg_mg	N06AX21	120	mg	NA	NA	mg	GA	gastrointestinal = peroral	Esbjerg	5	Cymbalta
N06AX21_GA_30.0_mg_mg	N06AX21	30	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	7	Cymbalta
N06AX21_GA_60.0_mg_mg	N06AX21	60	mg	NA	NA	mg	GA	gastrointestinal = peroral	Rigshospital_almen	7	Cymbalta
